time,content,images
2024年4月20日 23:37,"You only live once.
希望再见面的时候，彼此都能成为更好的自己。",https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5qXrhdKO*Rrws8HW9aWdOa80PN.vmyZYc4kxv4nmYpneiYPOKB6qBG*rEn.1UZBmwFaaeceWpdhV6mzCEXiANk4!/c&ek=1&kp=1&pt=0&bo=QAawBEAGsAQWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463383&dis_k=913d9a7141d6370f161b974742d37d2a&sce=60-2-2&rf=0-0
2024年4月20日 10:52,,https://pic.ugcimg.cn/4ab6c702ad156b089f53374fb1a421b8/jpg1
2024年4月20日 10:46,,https://pic.ugcimg.cn/9006ad87805b7b3284c06e7fb3a8b5ef/jpg1
2024年4月19日 22:52,晚安。,
2024年4月19日 21:49,"“水母也可以有自己的梦想呀”
只言片语，情词万千。
我记得那场双播，你说不被家里人支持你的梦想，但你在坚持，你写了很多歌，带给了我很多力量，你说：“要轻松快乐。”
你时而笨拙，时而吵闹，你爱笑，你爱哭，你把所有的悲伤隐藏，在小小的不经意间流露，你说：“没有一直的陪伴。”
展开全文",https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5sXMongZgewtNDChFnGj5wrMJ.M6nPDG7CmK4DIiPSbNU7s.rhQl0MSDLiZQj5icotXG6r9az.IbDmUEi9N.0kM!/c&ek=1&kp=1&pt=0&bo=VQhABlUIQAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463387&dis_k=706e786c0a683f9f1bf5bb848d7447cb&sce=60-2-2&rf=0-0
2024年4月19日 20:20,你一定是讲了个玩笑话。,http://p2.music.126.net/cncwdwVyshBLQSS0grD1ig==/109951167501515675.jpg?imageView=1&thumbnail=1084z2186&type=webp&quality=80
编辑于2024年4月26日 20:15,。,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5pvceNWfRQb6UUwAeuTK9VhiH3nOIEaOC3G2xKj3Ler.HwEHzMScKUox*JrCy7ckraNVLzeQ3mPMrfJ4*krytT8!/c&ek=1&kp=1&pt=0&bo=PATQBzwE0AcWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463387&dis_k=bc0139bb1065d6211ad740a347d2b120&sce=60-2-2&rf=0-0
2024年4月19日 09:19,,https://pic.ugcimg.cn/d51b69232f1a8e90a42ac06067d2b03a/jpg1
2024年4月17日 19:06,"给老师们拉了坨大的。
问：为什么要放弃保研？
答：我不想玩物丧志。
我属实是脑子抽了",
2024年4月16日 22:28,md，真想找个楼跳了。,
2024年4月16日 19:51,今天天气不错，下楼不用走楼梯，也不用坐电梯。,
2024年4月15日 17:30,所以一切都是命中注定的安排吗？,
2024年4月9日 11:53,最幸福的一集,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5pJwf.6duaJCCrqI*kldJJCZGfoatdVJelEyuO0q6lTPHWIX8ep3NDss6Fb2Nl15crR3L4YsDJBhxq8PARODof8!/c&ek=1&kp=1&pt=0&bo=fwc4BH8HOAQWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463393&dis_k=5c765487be6be778bf0638287ad0d980&sce=60-2-2&rf=0-0
编辑于2024年4月15日 17:57,再勇敢一次吧。,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5kOO9k7NJwl2424JipeH2ro0sr9*.u6uhdOPCORjOvQlVBY8EsJG5OBbezpGBYeWbDdNx.fkslvbspteNRSmfDY!/c&ek=1&kp=1&pt=0&bo=OASgBTgEoAUWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463393&dis_k=384f6e1496326dd7dcde55ca594359dc&sce=60-2-2&rf=0-0
2024年4月5日 11:34,再勇敢一次吧,http://p2.music.126.net/sZ0_yqpapv5B1AMWtAtFoA==/109951167881622447.jpg?imageView=1&thumbnail=1084z2186&type=webp&quality=80
2024年3月30日 23:36,时间放慢脚步，把苦涩和快乐都拉得老长。,https://pic.ugcimg.cn/7d2e1fa6743dbba02151c3c00f552d2d/jpg1
2024年3月18日 00:30,晚安,https://pic.ugcimg.cn/2d287525f04ffd6ddc26675595350666/jpg1
2024年3月14日 22:55,“爱可以打破第四面墙”,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5sSsf.GgcF.dfEf3PmLDHHO2tXUfyKMubvS7KBupuhHZTMzFUOMM7T2kCpfD*LBBUjv41U7tRV0go*XkOljnj1A!/c&ek=1&kp=1&pt=0&bo=VQFnAVUBZwEWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463393&dis_k=736a019ac9d0a6a6c7afe0bff7ffcae8&sce=60-2-2&rf=0-0
2024年3月9日 21:07,爱永远没有距离。,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5kOO9k7NJwl2424JipeH2roG9GgtKGF.zFFDqt.wQa6SrK7pFHjwhsdUmi41TUnHudWeICU.DBzRfYx2Nrb.ctw!/m&ek=1&kp=1&pt=0&bo=AAWrBgAFqwYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463393&dis_k=2b30b024370434b935b71cd623d1b078&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5kOO9k7NJwl2424JipeH2rodddSx8RiPZeQAx7RZz*rzED.7FL1dFvCfulhJYR34oFGMTjnP*w10SEDCLSaNbWI!/m&ek=1&kp=1&pt=0&bo=gAegBYAHoAUWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463393&dis_k=f667992ffae34b8bddf3f74d42122d1f&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5kOO9k7NJwl2424JipeH2rqmFRlyqZyl6BRLDkdD7zWZYcEe9NfYrLKeRFw5obCRKyXvVnoesoAUzBSg*uStxus!/m&ek=1&kp=1&pt=0&bo=VQhABlUIQAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463393&dis_k=8b43393739c902e8e0762530a6478259&sce=60-4-3&rf=0-0
2024年3月8日 15:10,明天三月九,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5gxENR1K0vyJQPoN8s8LQgv6yJAECmAIujkg2UZl5OwJ6sLi8dbBkQib*UH9jNanjM47alGtoVMyPts2Tx0yoeY!/c&ek=1&kp=1&pt=0&bo=PASOBTwEjgUWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463393&dis_k=aca8d26bacc76069457c42cfcd90f0cf&sce=60-2-2&rf=0-0
2024年3月4日 23:25,海的那边还会是海吗,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5ga8iVhzbJZWpvC1WE5qmjNia1fjDafBtbBueH9ZX75eq5rMX2uzR9BDgA*Ab5pMzy.IqRVOqh36jbPG.GMKiV0!/c&ek=1&kp=1&pt=0&bo=sATWBbAE1gUWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463393&dis_k=95a628feb68fe9280aba924b863ccede&sce=60-2-2&rf=0-0
2024年3月1日 22:40,人总要和握不住的东西说再见,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5klqzkPDQJMMca111mpx0WwfgYNTSaEFxe*Mzs4nwxN0LvoI3KvGCM8qxtVPNwljiAvHvGqcSdWCzpIwqYlNNvc!/c&ek=1&kp=1&pt=0&bo=sATZBbAE2QUWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463393&dis_k=48f2846cf7c67b4ca263982b62c84d8a&sce=60-2-2&rf=0-0
2024年2月27日 22:59,天气越来越冷，我的心也是。,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5ryT7vv0ifYnv6O95ooUMCvVetZ3Z24jPuM82nHDIGT029b73KE9eJK3gv9.Af*EVpy5.AGDLb5XOYd9u2b1los!/c&ek=1&kp=1&pt=0&bo=OARFBTgERQUWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463395&dis_k=e8686bdc92bd335a47cc6da0bc3c6bfa&sce=60-2-2&rf=0-0
2024年2月22日 21:11,海的那边是什么已经不重要了。,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5ga8iVhzbJZWpvC1WE5qmjNLV19m1MZk*XXCrQYaVJMjoNlsAXZOX7EFWw1pzjFQdyIc5SW.m1EueRniDcwAkCU!/c&ek=1&kp=1&pt=0&bo=oQTPBaEEzwUWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463395&dis_k=ac99aacfd5c1c097101e71a57ac32395&sce=60-2-2&rf=0-0
2024年2月17日 23:20,哪怕花朵没结果，风也会说她来过。,
2024年2月16日 00:07,我是超级扁鹊，望周知@房宏扬  @灰灰  @欧阳语轩  @张佳琪  @张金龙,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5sSsf.GgcF.dfEf3PmLDHHPxMJLNzdYm0gofLcU8qb01V3N.z6sL4F7L8T.dqiRL7p892KP1hRaPfpO8698R36o!/c&ek=1&kp=1&pt=0&bo=bAk8BGwJPAQWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463395&dis_k=f46a3a79f6879f948fb796712b084f7d&sce=60-2-2&rf=0-0
2024年2月15日 00:45,爱你三千遍。,https://pic.ugcimg.cn/ae225bb833247213d6db4125135c5fdd/jpg1
2024年2月15日 00:25,风带走思念，我永远爱你。,https://pic.ugcimg.cn/55102747e87182b7355cdd2401570ec0/jpg1
2024年2月9日 18:51,祝大家除夕快乐！不知道大家那边过年什么习俗，反正我们这边大家不管收了多少压岁钱都是要给杨子煜分一点的,
2024年2月7日 20:50,我现在觉得我的弈星强得可怕,
2024年2月4日 18:06,"下午朋友来我家打麻将，怒亏24块钱，他们还不愿意给我台子费。
@任南轩  （线上的，给了入场费，但是他赢了两把。）
@熊唯亦  @易婧怡  （两个罪人，什么时候把台子费给我？）",
2024年1月22日 03:06,世界就是一个巨大的薇古丝,
2024年1月22日 01:35,我觉得世界是一个巨大的金铲铲。,
2024年1月19日 09:32,,https://a1.qpic.cn/psc?/V50ofYSo071tu03XnmVO0m9EVm3RuHcy/ruAMsa53pVQWN7FLK88i5sMo7Jr.KqZTuUs0vZMoJrqwWhOoVTTn83Uyy91dpF.C22iWU6FPHdzfeKazkaYB5ouELu2*7lESVdS29dBdkEo!/c&ek=1&kp=1&pt=0&bo=5gTEBuYExAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463400&dis_k=8cbc3f92ae1e650ebea0b1cfeefcba91&sce=60-2-2&rf=0-0
2024年1月18日 19:56,“少年不做烂尾的诗集，而要做禁书里最惊骇世俗的一章”,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5sJCjRqLb8IYKRxdpgiXN4fM0ZcxaRF5OGhIKnuJY4Slko8jH6pK4zTHao5GIwVo7rauLASrJ7u5kdr8jhOlj.4!/c&ek=1&kp=1&pt=0&bo=VQhABlUIQAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463400&dis_k=4ee21d7a8bc19e9de3c83e5f5fe03724&sce=60-2-2&rf=0-0
2024年1月9日 23:15,沉默是今晚的康桥。,
2024年1月8日 13:27,,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5vZwVGgBvY6mReWyHFClpPzwaOMNWOvwuhUc*CSOP73BmRQeISiP0R.VRjY*R85EamOZZqSEPOkhTyy*RdQ8CWk!/c&ek=1&kp=1&pt=0&bo=WAKuAVgCrgEWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463400&dis_k=58a7b33ad236ad4fb742a3ca038e6679&sce=60-2-2&rf=0-0
2024年1月7日 11:43,感谢我的妈妈，十一点多看见我的微信步数还是0，决定打电话喊我起床，考试周心里暖暖的,
2024年1月5日 22:05,为什么高中从早六学到晚十都感觉不到累，现在只要连着看半个小时书就困了？,
2024年1月4日 22:11,,https://pic.ugcimg.cn/3537afd0f841ca94206dade9ee31a2c4/jpg1
编辑于2024年1月1日 00:11,迎接。,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5sv.OIjIObxvce2nQ3frjsklce84oC3u42tB1fjIVL0GWBl6l3sdZ*OEsl0YSRgyfW2TKMgOTIGde6h2ra8wjUE!/c&ek=1&kp=1&pt=0&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463400&dis_k=c51796cad32be35ec002871746338ef6&sce=60-2-2&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5gxZudvVAuOqJ96eVF24hEX1KwBC98qkuc.CugCbpaVLWqk6J3NnkDmcyH5nPPprEhTyppJER1ooyZBg4u.rygU!/c&ek=1&kp=1&pt=0&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463400&dis_k=e42c43fa7dfd6de5091b282117ed2d19&sce=60-2-2&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5lO*3ResCAdgXo2rLFc3b8K3ExPn3wXkDsfu08Fcdw*M6kQ1x9s516V9*0QfMw*ei*pWbCmnUSLebHy9pZNeGWg!/c&ek=1&kp=1&pt=0&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463400&dis_k=699de04bd8995c7d50fb530cd1dbd9b9&sce=60-2-2&rf=0-0
2023年12月31日 22:20,告别。,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5mrfhnuu5X.wAwwNgkJ*Fd0QafTZVkT93yiN3TADK2dXhAqzMdbyF8.UCL9DaEpV7gDkZR9vpG8uJj6i9OUExqQ!/m&ek=1&kp=1&pt=0&bo=VQhABlUIQAYRECc!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=5b89641b1f32a6039e48b4a491958167&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5mrfhnuu5X.wAwwNgkJ*Fd2At0z9RzXbsKz7pVWbu4uoeZgX1OAcdY.eJlL.h4l2p1v1fqVbq1gDzN.MP7FBBZQ!/m&ek=1&kp=1&pt=0&bo=VQhABlUIQAYRECc!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=b98b2b11c6fbac7fcb4922241c32c81a&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5mrfhnuu5X.wAwwNgkJ*Fd3TaKuGCKQgff5ux9vObMoGCvWr3shU66zRlby6b5OEDmqdUVSYsI0uDIroA74ijlo!/m&ek=1&kp=1&pt=0&bo=VQhABlUIQAYRECc!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=946ff1ca0d3568a4b7ee1af39c076f69&sce=60-4-3&rf=0-0
2023年12月28日 17:57,真是一场酣畅淋漓的抢课,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5vDc8ItwEFlid2TH.osVTAMWVn6qlwEjF7lmYpTB46mAkmbTwDoFkKlRgr*kr5XXNQvgxWQOGzzQZMvQJuDH7*Y!/c&ek=1&kp=1&pt=0&bo=iwYJAosGCQIWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=06ac03e87522c267809c371d3267feb7&sce=60-2-2&rf=0-0
2023年12月26日 18:48,当时只道是寻常。,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5mZv6NFgtkoZuhqT0980a.uROnAXdt8hhGwxqw0VfLBXMUVZhSGlvhw2r97M*.79A1l6XZkU7t7wVv6uXjSeAw4!/c&ek=1&kp=1&pt=0&bo=PARsCTwEbAkRECc!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=324cc5eef5a5762aceb6febb89916d06&sce=60-2-2&rf=0-0
2023年12月23日 00:38,给自己最好的成人礼就是回家和爸妈吃顿饭,
2023年12月22日 23:03,亲爱的朋友，当你看到这里的时候，我已经在随州吃饺子和炸圆子了。,
2023年12月15日 16:11,,https://a1.qpic.cn/psc?/V14cwEyl3XAsB9/bqQfVz5yrrGYSXMvKr.cqdJBLMjgGF5igeM07n98YuyeQpHtdr788cygLjIs4unCoCSuToWnTtyMrzR4wscls1p5piEf7OYzx2fEI1r7bYk!/m&ek=1&kp=1&pt=0&bo=OAQkBjgEJAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=025181d463cecf34576ce089eeae38b4&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V14cwEyl3XAsB9/bqQfVz5yrrGYSXMvKr.cqY0koEObsV9MU89mMHoEMVXxBXEJByWlzUbcXXyiB8MwExFmXgwr0Cgrmy3tMUsgAlPmJ1SOiJ0Dpqd2jZ34S*E!/m&ek=1&kp=1&pt=0&bo=MASYBTAEmAUWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=05027d57636355a1511a116a9c6246ac&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V14cwEyl3XAsB9/bqQfVz5yrrGYSXMvKr.cqXgJJxC.VZBRkqL2P66eKBTBnkZjdAIAa849.ff.ZMGfm8cPCZ1W9*yl06qHNhrVQUpUfp1JvBJ3EJ8wIbo9fv8!/m&ek=1&kp=1&pt=0&bo=NAT4BTQE.AUWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=97b3e20f523ae1fb317faca7c7a6b713&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V14cwEyl3XAsB9/bqQfVz5yrrGYSXMvKr.cqVCK9oqLwbdgFdqevK1yW6*HEvWEmcnzLnqmJ3MqPGsk8KTvwdZKZciDpYAcsudFiCDscqNbuwEiXtra.Xa1Nr4!/m&ek=1&kp=1&pt=0&bo=oAUACqAFAAoWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=295701ea7106bb385167e17b138366a3&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V14cwEyl3XAsB9/bqQfVz5yrrGYSXMvKr.cqaPzUqXGMCzUGUcL.9qsYkx7qIH.Wv4r0rXl.qxamQ4cAJduYcgKrF5EziUKTLoIGPbePonkgsrVFhIkrS2cSuc!/m&ek=1&kp=1&pt=0&bo=hAQHCIQEBwgWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=977afa502ae94b556e19075dae8ce48c&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V14cwEyl3XAsB9/bqQfVz5yrrGYSXMvKr.cqbnSlsmTr0dREkarR336ovfwZmMpP6xf7EVN*c50LkVmYSNoQznsk6ctmFXxwrczRijFVZedQ8sjyLNzVagxjPc!/m&ek=1&kp=1&pt=0&bo=AAQABgAEAAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=6f68e56db4b6fc2af4eb531fc7315cbc&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V14cwEyl3XAsB9/bqQfVz5yrrGYSXMvKr.cqUtnkx*aZbvTX*H*u5y1A4wjIJLf*T.3fZ4DboKmmUVsdHa.HqAoz2Pp0ThtBMJxBpItRz8e6AiTcR1.H1TQDog!/m&ek=1&kp=1&pt=0&bo=OAQkBDgEJAQWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=5d12f9431af7445bfe73c28aa6d1aa62&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V14cwEyl3XAsB9/bqQfVz5yrrGYSXMvKr.cqWozRwdE30kVItDLzabQWKGlcEDpf.gWruK8mtZwhacL6eU9Tct3Cz1lOGTt43YqcAUjRkqj85kE.CY8LVPF34U!/m&ek=1&kp=1&pt=0&bo=NATEBTQExAUWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=2cb7b490a58eff4e9168ccd76b362d5a&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V14cwEyl3XAsB9/bqQfVz5yrrGYSXMvKr.cqTUa6oi3EWyiXTaeB7vl0.m3Hu7UsiFtuUr4mHcSJFxNRyV1FzHxMTKjXeaH82j*v6BCf*BZ2QvgW*8k8wQqzKw!/m&ek=1&kp=1&pt=0&bo=OAQ8AzgEPAMWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=b9a9c7914cdb69fb99359e693f2c052a&sce=60-4-3&rf=0-0
2023年12月13日 00:21,爱会消失，还是会转移？,
编辑于2023年12月13日 00:21,"从来都没有觉得自己这么矫情过。
第一次有一束光照进我寡淡的世界，给我平淡无趣的生活带来希望与光芒。是在一个平淡的午后，暖阳打在我的身上；是在一个忙碌的夜晚，月光为我带来一丝惬意；又是在一个低沉的谷底，你们愿意伸出手，拽起我这个贪玩，摆烂，不上进的人一把。我是第一次，这么想靠近一个人 展开全文",https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5qtUtnXcKSfKX3WPu8UHsJ4h4H0nnQDER705B0IS3KBjyDrZ958uwM.nwjckB*pCFqyTh0T*VB7LcgA5rJInO0U!/m&ek=1&kp=1&pt=0&bo=jQUfBI0FHwQWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=74ce1ebf31ac793d4b71a5c1dc9685a6&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5qtUtnXcKSfKX3WPu8UHsJ7xkW2De*9U18waEqlOAb0E4sP7U3f*WjPlxYYAHst5XC75yjWTFGp*i0JLYAaUAVY!/m&ek=1&kp=1&pt=0&bo=wAMcAsADHAIWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=881a4787c64eec07a2f4203c4aa11c1c&sce=60-4-3&rf=0-0|https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5ryT7vv0ifYnv6O95ooUMCvX0QV.OWhzXawW*ciRrdv6bFoCgnCytmzQ5eAj57Cl1*NX77RsRUuVOeVR.5XMETs!/m&ek=1&kp=1&pt=0&bo=0AKVAdAClQEWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463405&dis_k=7c0a9da26a793ccda7576a40a546fa1c&sce=60-4-3&rf=0-0
2023年12月11日 00:14,,https://pic.ugcimg.cn/af36395d6452864b6a18b0496b3dc454/jpg1
2023年12月11日 00:14,,https://pic.ugcimg.cn/af36395d6452864b6a18b0496b3dc454/jpg1
2023年12月11日 00:14,,https://pic.ugcimg.cn/af36395d6452864b6a18b0496b3dc454/jpg1
2023年12月11日 00:06,愿我们的梦永不落空。,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5ga8iVhzbJZWpvC1WE5qmjMFTncwXBxRgUwDCz6Bkj6Aqnd4Xnn.P1hD2RcuKuxV9..T7T60HSCEEwFEELv*YLQ!/c&ek=1&kp=1&pt=0&bo=VQhABlUIQAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463407&dis_k=ff5567565ed89642256aa4e095aa0d22&sce=60-2-2&rf=0-0
2023年12月10日 23:20,,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5lMA*EZVArW*DXkfv9VxM1Z7hPY*hN2UgGtr.yYzr3hoGEgrQePfrgl3J45bJjXM*XYEKGq7cSFphSXzq36bzEI!/c&ek=1&kp=1&pt=0&bo=VQhABlUIQAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463407&dis_k=982aafc385eb8396ac0edcb3d7dca2e2&sce=60-2-2&rf=0-0
2023年12月10日 22:09,,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5qP.H2xTjcaDtt5f2tK5vS5A81HVeOba9xPYE.29EaYFA4JGVquPo6wEcUte0qva5naddhIdG11eKHTV.VsPnVw!/c&ek=1&kp=1&pt=0&bo=VQhABlUIQAYWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463407&dis_k=99e56219bfef925603b89c132e41eb96&sce=60-2-2&rf=0-0
2023年12月10日 20:00,奔赴向你义无反顾也无条件。,
2023年12月10日 14:11,奔赴向你义无反顾也无条件。,http://p1.music.126.net/HQxTggMCB7AHUXN-ZFEtmA==/1371091013186741.jpg?imageView=1&thumbnail=1084z2186&type=webp&quality=80
2023年12月8日 18:30,最厉害的一集,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5uTvh5ijVdJVjD9H7DSsnCakhUD3IJaBCa1DNyECvhjADc8h1lPgdrqPS8udu191b4c7.a85zLSUvnhrer91ork!/c&ek=1&kp=1&pt=0&bo=PARsCTwEbAkWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463407&dis_k=590bb04378e249f423506a6d2a695d4f&sce=60-2-2&rf=0-0
2023年12月8日 18:00,再玩9剁手,
2023年12月6日 22:20,,https://pic.ugcimg.cn/1e45f2fe33d1a87dc8134c6b0c89275b/jpg1
2023年12月1日 14:50,上学这么多天第一次被学校的药价感动,https://a1.qpic.cn/psc?/V13NCa9820LrLQ/ruAMsa53pVQWN7FLK88i5k63dzVtpAQeteXK.TvlRuAtZ2kzbwqOSZ1Sr52eNAKOQo9Njf0WBZTgL*qnMRIk7dW4JyWREZgBdBGNYhbNHGg!/c&ek=1&kp=1&pt=0&bo=QAZVCEAGVQgWECA!&t=5&tl=3&vuin=3287424602&tm=1753462800&dis_t=1753463412&dis_k=5b03d3296d00d6fc5ea262af7e5484a9&sce=60-2-2&rf=0-0
